bin_num,bin_typ,bin_sec,bin_asl
PP.30.087.03,PA01,D,30
PP.30.093.07,PA01,D,30
PR.11.051.2.01,SA01,A,11
PP.09.008.05,PA01,A,09
PP.09.008.06,PA01,A,09
PK.04.117.02,PO02,C,04
PP.29.096.06,PA01,D,29
PP.29.114.04,PA01,D,29
PR.30.071.2.05,SA01,D,30
PR.30.070.2.01,SA01,D,30
PR.30.070.2.02,SA01,D,30
PR.31.036.1.01,PM04,0001,31
PR.06.105.2.03,SA01,C,06
PP.01.001.04,PA02,D,01
PP.04.087.05,PA01,C,04
PP.08.043.04,PA01,A,08
PP.12.055.04,PA01,A,12
PP.12.072.03,PA01,A,12
PR.11.012.2.02,SA01,C,11
PR.28.087.1.05,SA01,D,28
PP.12.074.07,PA01,A,12
PK.17.010.01,PO02,A,17
PP.25.083.05,PA01,B,25
PR.23.083.2.04,SA01,A,23
PP.25.119.03,PA01,B,25
PR.23.129.2.04,SA01,A,23
PP.25.119.04,PA01,B,25
PR.23.130.2.01,SA01,A,23
PR.23.130.2.02,SA01,A,23
PR.23.130.2.03,SA01,A,23
PR.23.130.2.04,SA01,A,23
PP.25.119.05,PA01,B,25
PP.25.121.03,PA01,B,25
PP.25.121.05,PA01,B,25
PP.25.121.04,PA01,B,25
PP.28.023.2.08,SA01,D,28
PP.28.023.2.09,SA01,D,28
PP.28.023.2.10,SA01,D,28
PP.28.023.2.11,SA01,D,28
PP.28.023.2.12,SA01,D,28
PP.28.023.2.14,SA01,D,28
PP.28.023.2.13,SA01,D,28
PK.03.120.01,PO02,C,03
PK.03.121.01,PO02,C,03
PK.03.122.01,PO02,C,03
PK.07.058.02,PO02,C,07
PP.27.125.06,PA01,B,27
PP.27.012.03,PA01,B,27
PP.28.028.2.07,SA01,D,28
PP.28.028.2.08,SA01,D,28
PP.28.028.2.09,SA01,D,28
PP.28.028.2.10,SA01,D,28
PP.28.028.2.11,SA01,D,28
PP.28.028.2.12,SA01,D,28
PR.14.010.2.01,SA01,C,14
PR.14.011.2.01,SA01,C,14
PP.22.112.06,PA01,A,22
PP.22.112.07,PA01,A,22
PP.22.128.05,PA01,A,22
PK.22.025.01,PO02,A,22
PP.27.096.08,PA01,B,27
PP.11.062.04,PA01,A,11
PP.11.062.05,PA01,A,11
PP.11.062.06,PA01,A,11
PP.11.062.07,PA01,A,11
PP.11.073.07,PA01,A,11
PK.07.019.02,PO02,C,07
PK.01.031.01,PA02,D,01
PP.11.075.03,PA01,A,11
PP.06.084.03,PA01,C,06
PP.06.084.04,PA01,C,06
PP.28.029.2.07,SA01,D,28
PP.28.029.2.08,SA01,D,28
PP.28.029.2.09,SA01,D,28
PP.28.029.2.10,SA01,D,28
PP.28.029.2.11,SA01,D,28
PP.28.029.2.12,SA01,D,28
PR.28.048.2.01,SA01,D,28
PR.28.085.1.01,SA01,D,28
PR.28.085.1.02,SA01,D,28
PR.28.085.1.03,SA01,D,28
PP.27.096.09,PA01,B,27
PR.28.085.1.04,SA01,D,28
PR.28.085.1.05,SA01,D,28
PR.28.086.1.13,SA01,D,28
PR.28.086.1.14,SA01,D,28
PR.28.086.1.15,SA01,D,28
PR.29.101.1.12,SA01,D,29
PR.29.101.1.13,SA01,D,29
PR.29.101.1.14,SA01,D,29
PR.29.102.1.04,SA01,D,29
PR.29.102.1.06,SA01,D,29
PR.29.102.1.07,SA01,D,29
PK.15.027.01,PO02,A,15
PK.15.029.01,PO02,A,15
PR.20.007.2.03,SA01,B,20
PR.20.007.2.04,SA01,B,20
PR.20.011.2.03,SA01,B,20
PR.20.016.2.02,SA01,B,20
PR.20.016.2.03,SA01,B,20
PR.21.017.2.04,SA01,B,21
PR.28.087.1.06,SA01,D,28
PR.28.087.1.07,SA01,D,28
PR.28.087.1.08,SA01,D,28
PR.28.087.1.09,SA01,D,28
PR.28.087.1.10,SA01,D,28
PP.27.106.03,PA01,B,27
PR.28.087.1.11,SA01,D,28
PP.27.108.09,PA01,B,27
PR.23.014.2.02,SA01,B,23
PK.16.076.02,PO02,C,16
PR.23.015.2.01,SA01,B,23
PK.17.005.02,PO02,C,17
PR.23.015.2.02,SA01,B,23
PR.23.015.2.03,SA01,B,23
PR.23.015.2.04,SA01,B,23
PP.29.101.07,PA01,D,29
PR.23.016.2.01,SA01,B,23
PR.06.034.1.07,SA01,C,06
PP.18.074.06,PA01,A,18
PR.07.097.2.02,SA01,C,07
PR.22.098.2.02,SA01,A,22
PP.27.009.03,PA01,B,27
PP.09.087.04,PA01,A,09
PP.12.065.06,PA01,A,12
PR.05.009.1.01,SA01,C,05
PR.05.027.2.01,SA01,C,05
PR.05.009.2.01,SA01,C,05
PR.05.010.1.01,SA01,C,05
PR.05.010.1.05,SA01,C,05
PR.05.032.2.01,SA01,C,05
PP.03.125.03,PA01,C,03
PP.28.023.2.15,SA01,D,28
PP.14.005.05,PA01,A,14
PP.30.057.2.02,SA01,D,30
PP.30.058.2.02,SA01,D,30
PP.28.024.2.01,SA01,D,28
PP.30.063.2.02,SA01,D,30
PP.30.059.2.02,SA01,D,30
PP.30.060.2.02,SA01,D,30
PP.28.024.2.03,SA01,D,28
PP.28.024.2.07,SA01,D,28
PP.30.061.2.02,SA01,D,30
PP.30.062.2.02,SA01,D,30
PP.28.024.2.04,SA01,D,28
PP.28.024.2.05,SA01,D,28
PP.28.024.2.06,SA01,D,28
PP.28.024.2.08,SA01,D,28
PP.28.024.2.09,SA01,D,28
PP.02.110.07,PA03,A,02
PP.22.016.03,PA01,A,22
PR.21.036.2.01,SA01,B,21
PR.07.023.1.01,SA01,C,07
PR.12.062.2.04,SA01,A,12
PK.07.063.02,PO02,C,07
PR.22.015.2.02,SA01,B,22
PR.22.019.2.01,SA01,B,22
PR.22.015.2.03,SA01,B,22
PR.29.026.1.03,SA01,D,29
PR.29.026.1.05,SA01,D,29
PR.22.017.2.02,SA01,B,22
PR.22.017.2.04,SA01,B,22
PR.07.029.1.03,SA01,C,07
PR.29.026.1.07,SA01,D,29
PP.21.027.06,PA01,A,21
PR.07.030.1.05,SA01,C,07
PR.07.030.1.11,SA01,C,07
PK.17.021.02,PO02,C,17
PP.19.060.06,PA01,A,19
PP.19.060.07,PA01,A,19
PR.07.130.1.03,SA01,C,07
PR.07.130.1.04,SA01,C,07
PR.07.130.1.05,SA01,C,07
PP.04.067.08,PA01,C,04
PP.04.069.03,PA01,C,04
PP.32.103.2.03,PM08,0001,32
PK.13.070.01,PO02,A,13
PK.14.053.01,PO02,A,14
PP.19.034.06,PA01,A,19
PP.19.034.05,PA01,A,19
PP.19.070.04,PA01,A,19
PK.18.071.02,PO02,C,18
PP.19.070.05,PA01,A,19
PP.28.115.05,PA01,D,28
PP.31.012.05,PM04,0001,31
PP.02.066.03,PA03,A,02
PR.23.016.2.02,SA01,B,23
PK.13.057.02,PO02,C,13
PR.07.105.2.02,SA01,C,07
PR.23.016.2.04,SA01,B,23
PR.23.016.2.03,SA01,B,23
PR.23.017.2.02,SA01,B,23
PR.23.017.2.03,SA01,B,23
PK.27.111.02,PO02,B,27
PP.32.083.2.15,PM08,0001,32
PK.07.118.02,PO02,C,07
PK.10.111.01,PF02,D,10
PK.17.036.01,PO02,A,17
PR.07.085.1.05,SA01,C,07
PR.31.032.1.11,PM04,0001,31
PK.26.051.01,PO02,B,26
PK.26.085.01,PO02,B,26
PP.03.050.09,PA02,D,03
PK.26.086.01,PO02,B,26
PP.09.102.07,PA01,A,09
PP.23.077.04,PA01,A,23
PP.01.044.05,PA02,D,01
PR.28.107.1.15,SA01,D,28
PR.28.107.2.02,SA01,D,28
PR.28.107.2.05,SA01,D,28
PP.19.024.05,PA01,A,19
PR.16.026.2.04,SA01,C,16
PR.26.060.2.01,SA01,B,26
PR.26.060.2.02,SA01,B,26
PR.26.060.2.03,SA01,B,26
PR.26.061.2.04,SA01,B,26
PP.23.018.05,PA01,B,23
PP.23.032.05,PA01,B,23
PK.24.116.01,PO02,A,24
PK.24.117.01,PO02,A,24
PR.22.012.2.02,SA01,B,22
PP.04.108.06,PA01,C,04
PK.20.019.02,PO02,B,20
PP.07.116.06,PA01,C,07
PR.26.124.2.04,SA01,B,26
PK.10.121.01,PF02,D,10
PK.06.024.02,PO02,C,06
PR.28.006.1.14,SA01,D,28
PP.08.029.04,PA01,A,08
PR.28.006.1.15,SA01,D,28
PP.08.029.05,PA01,A,08
PP.08.029.06,PA01,A,08
PR.28.006.2.01,SA01,D,28
PP.08.029.07,PA01,A,08
PR.28.006.2.02,SA01,D,28
PK.15.048.02,PO02,C,15
PR.06.117.1.02,SA01,C,06
PR.31.019.1.13,PM04,0001,31
PP.01.012.03,PA02,D,01
PR.31.019.1.11,PM04,0001,31
PK.14.055.02,PO02,C,14
PR.05.016.1.02,SA01,C,05
PR.05.016.1.03,SA01,C,05
PR.05.025.1.02,SA01,C,05
PR.05.024.2.03,SA01,C,05
PR.05.024.2.04,SA01,C,05
PR.05.025.1.01,SA01,C,05
PR.05.025.1.03,SA01,C,05
PR.19.011.2.01,SA01,B,19
PR.19.011.2.02,SA01,B,19
PR.19.011.2.03,SA01,B,19
PR.19.011.2.04,SA01,B,19
PR.19.016.2.04,SA01,B,19
PR.19.017.2.01,SA01,B,19
PR.19.017.2.02,SA01,B,19
PR.25.120.2.01,SA01,B,25
PK.08.123.02,PO02,C,08
PK.27.097.02,PO02,B,27
PP.30.092.04,PA01,D,30
PP.30.092.05,PA01,D,30
PP.29.013.04,PA01,D,29
PR.09.007.2.04,SA01,C,09
PR.23.129.2.01,SA01,A,23
PR.23.129.2.02,SA01,A,23
PR.23.129.2.03,SA01,A,23
PR.07.032.1.07,SA01,C,07
PP.29.069.07,PA01,D,29
PR.07.032.1.08,SA01,C,07
PR.29.096.1.15,SA01,D,29
PP.09.098.07,PA01,A,09
PK.04.095.02,PO02,C,04
PR.06.068.2.03,SA01,C,06
PP.01.068.04,PA02,D,01
PR.07.014.2.04,SA01,C,07
PP.02.112.03,PA03,A,02
PP.13.021.07,PA01,A,13
PP.25.070.07,PA05,B,25
PK.26.129.02,PO02,B,26
PR.12.020.1.03,SA01,C,12
PR.07.092.1.01,SA01,C,07
PP.02.112.02,PA03,A,02
PP.02.112.04,PA03,A,02
PP.22.031.06,PA01,A,22
PP.22.067.04,PA01,A,22
PP.22.067.05,PA01,A,22
PP.22.067.06,PA01,A,22
PR.12.027.2.01,SA01,C,12
PR.30.120.2.02,SA01,D,30
PP.31.031.07,PM04,0001,31
PP.28.045.04,PA01,D,28
PP.23.117.06,PA01,A,23
PK.11.064.02,PO02,C,11
PR.06.056.2.01,SA01,C,06
PR.06.054.2.03,SA01,C,06
PR.06.056.1.07,SA01,C,06
PR.06.056.2.02,SA01,C,06
PP.18.019.03,PA01,A,18
PP.21.094.07,PA01,A,21
PR.05.049.1.07,SA01,C,05
PR.07.068.1.11,SA01,C,07
PR.07.086.1.04,SA01,C,07
PR.07.092.1.04,SA01,C,07
PR.09.013.2.01,SA01,C,09
PP.17.058.06,PA01,A,17
PP.17.058.07,PA01,A,17
PR.07.075.1.04,SA01,C,07
PR.22.109.2.02,SA01,A,22
PP.31.116.2.06,PM04,0001,31
PP.31.116.2.08,PM04,0001,31
PP.31.116.2.09,PM04,0001,31
PP.31.116.2.10,PM04,0001,31
PR.31.045.1.03,PM04,0001,31
PR.31.045.1.05,PM04,0001,31
PP.31.116.2.11,PM04,0001,31
PP.31.120.2.01,PM04,0001,31
PK.08.050.01,PO02,A,08
PP.01.005.02,PA02,D,01
PK.22.073.02,PO02,B,22
PK.22.106.02,PO02,B,22
PR.06.005.1.04,SA01,C,06
PK.22.102.02,PO02,B,22
PK.22.104.02,PO02,B,22
PK.25.100.02,PO02,B,25
PP.19.027.04,PA01,A,19
PP.27.058.04,PA01,B,27
PP.27.064.03,PA01,B,27
PP.06.069.07,PA01,C,06
PP.06.071.05,PA01,C,06
PP.06.071.07,PA01,C,06
PP.06.073.05,PA01,C,06
PP.06.073.06,PA01,C,06
PP.10.005.04,PA01,A,10
PP.31.018.2.07,PM04,0001,31
PP.31.018.2.08,PM04,0001,31
PR.31.075.1.08,PM04,0001,31
PR.31.074.1.12,PM04,0001,31
PR.31.074.1.13,PM04,0001,31
PR.31.074.1.14,PM04,0001,31
PR.31.074.1.15,PM04,0001,31
PR.31.075.1.03,PM04,0001,31
PR.31.075.1.09,PM04,0001,31
PR.31.075.1.10,PM04,0001,31
PR.31.075.1.11,PM04,0001,31
PR.07.017.1.10,SA01,C,07
PR.07.017.1.11,SA01,C,07
PR.07.017.1.15,SA01,C,07
PR.07.017.1.12,SA01,C,07
PR.07.017.1.13,SA01,C,07
PR.07.017.1.14,SA01,C,07
PP.12.027.06,PA01,A,12
PP.26.094.03,PA01,B,26
PR.06.064.2.01,SA01,C,06
PR.05.066.2.03,SA01,C,05
PP.08.058.04,PA01,A,08
PP.08.059.04,PA01,A,08
PP.15.036.06,PA01,A,15
PP.15.036.07,PA01,A,15
PP.24.028.05,PA01,B,24
PR.28.031.2.05,SA01,D,28
PR.28.075.1.04,SA01,D,28
PR.12.045.2.03,SA01,A,12
PR.12.033.1.01,SA01,C,12
PR.12.035.2.02,SA01,C,12
PR.28.075.1.05,SA01,D,28
PR.28.075.1.06,SA01,D,28
PR.05.062.1.04,SA01,C,05
PR.12.035.2.04,SA01,C,12
PR.12.035.2.05,SA01,C,12
PP.21.124.04,PA01,A,21
PP.21.124.05,PA01,A,21
PR.07.127.1.14,SA01,C,07
PK.04.110.01,PO02,C,04
PR.07.127.1.15,SA01,C,07
PK.05.089.02,PO02,C,05
PP.12.051.03,PA01,A,12
PP.15.073.06,PA01,A,15
PK.23.097.02,PO02,B,23
PR.07.127.2.01,SA01,C,07
PK.13.044.01,PO02,A,13
PR.16.028.2.03,SA01,C,16
PR.07.128.1.01,SA01,C,07
PK.21.051.01,PO02,A,21
PP.01.081.04,PA02,D,01
PK.21.066.01,PO02,A,21
PK.24.009.01,PO02,A,24
PK.27.068.02,PO02,B,27
PK.09.017.02,PO02,C,09
PP.31.060.07,PM04,0001,31
PP.31.062.03,PM04,0001,31
PR.07.055.1.09,SA01,C,07
PR.07.055.1.10,SA01,C,07
PR.07.055.1.11,SA01,C,07
PR.07.055.1.12,SA01,C,07
PR.07.055.1.13,SA01,C,07
PP.15.065.07,PA01,A,15
PR.13.043.2.02,SA01,A,13
PP.17.067.05,PA01,A,17
PK.25.049.02,PO02,B,25
PP.06.062.04,PA01,C,06
PR.07.048.1.05,SA01,C,07
PP.26.078.06,PA01,B,26
PP.26.078.07,PA05,B,26
PP.26.074.07,PA05,B,26
PP.26.096.03,PA01,B,26
PP.26.096.05,PA01,B,26
PP.26.076.06,PA01,B,26
PP.26.076.07,PA05,B,26
PP.26.096.06,PA01,B,26
PP.26.028.03,PA01,B,26
PP.03.067.03,PA01,C,03
PK.23.104.02,PO02,B,23
PR.06.119.1.07,SA01,C,06
PR.31.054.1.03,PM04,0001,31
PR.06.119.2.01,SA01,C,06
PR.31.054.1.06,PM04,0001,31
PR.05.098.1.04,SA01,C,05
PR.31.054.1.07,PM04,0001,31
PR.31.055.1.01,PM04,0001,31
PR.30.126.2.03,SA01,D,30
PP.01.016.07,PA02,D,01
PP.32.091.04,PM08,0001,32
PP.07.022.06,PA01,C,07
PP.07.022.07,PA01,C,07
PP.07.024.06,PA01,C,07
PP.07.026.06,PA01,C,07
PP.07.028.07,PA01,C,07
PP.29.112.05,PA01,D,29
PP.29.112.06,PA01,D,29
PR.10.076.2.03,SA01,A,10
PK.26.114.02,PO02,B,26
PK.10.055.02,PO02,C,10
PR.06.036.1.04,SA01,C,06
PR.06.088.1.02,SA01,C,06
PP.21.110.06,PA01,A,21
PP.22.091.03,PA01,A,22
PP.22.091.04,PA01,A,22
PP.10.016.07,PA01,A,10
PR.08.008.2.04,SA01,C,08
PR.28.046.1.04,SA01,D,28
PR.09.022.1.02,SA01,C,09
PR.09.023.1.03,SA01,C,09
PR.09.028.2.05,SA01,C,09
PR.09.029.1.01,SA01,C,09
PR.31.050.1.06,PM04,0001,31
PP.28.119.06,PA01,D,28
PR.31.050.1.07,PM04,0001,31
PP.28.127.09,PA01,D,28
PP.32.101.2.14,PM08,0001,32
PR.06.125.1.03,SA01,C,06
PR.06.125.1.04,SA01,C,06
PR.06.125.1.05,SA01,C,06
PK.19.069.02,PO02,B,19
PP.31.113.06,PM04,0001,31
PR.13.063.2.03,SA01,A,13
PR.24.049.2.01,SA01,B,24
PR.24.049.2.05,SA01,B,24
PP.26.072.06,PA01,B,26
PP.26.072.07,PA05,B,26
PR.24.059.2.01,SA01,B,24
PR.24.059.2.02,SA01,B,24
PR.24.055.2.01,SA01,B,24
PP.26.092.04,PA01,B,26
PP.26.092.05,PA01,B,26
PP.26.092.06,PA01,B,26
PP.26.092.07,PA05,B,26
PP.10.073.04,PA01,A,10
PP.10.075.03,PA01,A,10
PP.06.101.04,PA01,C,06
PP.06.101.05,PA01,C,06
PP.06.099.07,PA01,C,06
PP.06.101.03,PA01,C,06
PP.06.101.06,PA01,C,06
PR.22.116.2.04,SA01,A,22
PK.20.035.02,PO02,B,20
PP.06.101.07,PA01,C,06
PP.06.103.03,PA01,C,06
PP.27.084.06,PA01,B,27
PR.06.018.2.03,SA01,C,06
PP.31.097.2.12,PM04,0001,31
PP.31.097.2.13,PM04,0001,31
PP.31.097.2.14,PM04,0001,31
PR.31.022.1.03,PM04,0001,31
PR.31.024.1.07,PM04,0001,31
PR.25.130.2.01,SA01,B,25
PP.31.067.2.09,PM04,0001,31
PR.07.121.1.07,SA01,C,07
PR.07.121.1.08,SA01,C,07
PP.27.085.04,PA01,B,27
PR.19.069.2.01,SA01,A,19
PR.19.069.2.03,SA01,A,19
PR.20.065.2.01,SA01,A,20
PR.20.066.2.03,SA01,A,20
PP.27.085.03,PA01,B,27
PP.14.013.04,PA01,A,14
PP.03.054.08,PA01,C,03
PP.03.092.04,PA01,C,03
PP.09.059.03,PA01,A,09
PP.08.044.07,PA01,A,08
PP.26.107.04,PA01,B,26
PP.26.107.05,PA01,B,26
PP.26.107.06,PA01,B,26
PP.26.109.05,PA01,B,26
PP.26.107.07,PA05,B,26
PP.26.109.04,PA01,B,26
PP.26.109.06,PA01,B,26
PP.01.069.04,PA02,D,01
PR.09.025.1.04,SA01,C,09
PP.23.036.06,PA01,B,23
PR.19.015.2.01,SA01,B,19
PP.18.073.05,PA01,A,18
PP.18.073.06,PA01,A,18
PR.16.011.2.02,SA01,C,16
PR.28.107.1.06,SA01,D,28
PK.02.124.01,PD03,A,02
PK.10.057.01,PO02,A,10
PP.05.118.03,PA01,C,05
PR.28.107.1.07,SA01,D,28
PR.28.107.1.08,SA01,D,28
PP.22.012.04,PA01,A,22
PK.11.026.02,PO02,C,11
PP.14.052.07,PA01,A,14
PP.20.035.04,PA01,A,20
PR.29.064.1.05,SA01,D,29
PR.29.064.1.08,SA01,D,29
PR.10.016.2.02,SA01,C,10
PR.29.064.1.09,SA01,D,29
PR.29.119.1.05,SA01,D,29
PR.29.119.1.06,SA01,D,29
PR.29.064.1.10,SA01,D,29
PR.29.064.1.12,SA01,D,29
PP.05.015.04,PA01,C,05
PR.29.064.1.11,SA01,D,29
PR.29.119.1.08,SA01,D,29
PP.06.067.04,PA01,C,06
PP.17.018.03,PA01,A,17
PK.06.005.02,PO02,C,06
PP.31.109.03,PM04,0001,31
PP.01.011.02,PA02,D,01
PP.30.095.06,PA01,D,30
PP.31.043.2.07,PM04,0001,31
PP.31.043.2.08,PM04,0001,31
PP.31.043.2.09,PM04,0001,31
PP.31.043.2.11,PM04,0001,31
PP.31.043.2.12,PM04,0001,31
PP.31.043.2.15,PM04,0001,31
PP.31.047.2.07,PM04,0001,31
PP.19.014.05,PA01,A,19
PR.07.108.1.12,SA01,C,07
PP.01.081.06,PA02,D,01
PP.07.031.05,PA01,C,07
PP.07.031.07,PA01,C,07
PP.07.033.05,PA01,C,07
PP.07.045.07,PA04,C,07
PP.07.049.07,PA04,C,07
PP.07.051.07,PA04,C,07
PP.07.053.07,PA04,C,07
PP.07.055.07,PA04,C,07
PP.07.047.07,PA04,C,07
PP.07.057.07,PA04,C,07
PP.07.059.07,PA04,C,07
PP.03.078.04,PA01,C,03
PR.11.007.2.01,SA01,C,11
PR.11.009.2.03,SA01,C,11
PR.24.010.2.02,SA01,B,24
PR.14.057.2.02,SA01,A,14
PP.31.021.05,PM04,0001,31
PK.08.013.01,PO02,A,08
PR.31.032.1.12,PM04,0001,31
PP.21.025.03,PA01,A,21
PP.27.124.03,PA01,B,27
PR.20.069.2.02,SA01,A,20
PR.20.076.2.03,SA01,A,20
PK.13.064.02,PO02,C,13
PP.25.119.07,PA05,B,25
PR.13.030.2.01,SA01,C,13
PR.13.065.2.02,SA01,A,13
PR.14.077.2.03,SA01,A,14
PK.03.067.01,PO02,C,03
PR.28.027.1.02,SA01,D,28
PP.04.045.08,PA01,C,04
PP.04.089.08,PA01,C,04
PP.04.121.07,PA01,C,04
PP.05.078.04,PA01,C,05
PP.07.119.04,PA01,C,07
PP.07.128.03,PA01,C,07
PR.06.067.2.04,SA01,C,06
PP.29.044.06,PA01,D,29
PP.18.007.05,PA01,A,18
PP.08.047.04,PA01,A,08
PP.13.033.05,PA01,A,13
PP.27.104.08,PA01,B,27
PR.23.124.2.04,SA01,A,23
PP.02.006.03,PA03,A,02
PP.02.006.04,PA03,A,02
PP.02.006.05,PA03,A,02
PP.06.025.03,PA01,C,06
PP.04.083.06,PA01,C,04
PP.06.029.03,PA01,C,06
PR.06.065.2.01,SA01,C,06
PP.06.057.04,PA01,C,06
PP.06.057.05,PA01,C,06
PP.06.057.06,PA01,C,06
PP.06.057.07,PA01,C,06
PR.05.123.1.01,SA01,C,05
PP.06.059.03,PA01,C,06
PP.06.059.04,PA01,C,06
PK.16.017.02,PO02,C,16
PK.23.086.02,PO02,B,23
PP.02.057.03,PA03,A,02
PP.02.063.06,PA03,A,02
PR.28.095.2.03,SA01,D,28
PP.03.033.03,PA01,C,03
PP.02.076.04,PA03,A,02
PP.08.103.07,PA01,A,08
PP.08.105.04,PA01,A,08
PK.03.034.01,PO02,C,03
PK.26.074.02,PO02,B,26
PP.03.023.09,PA02,D,03
PP.04.073.03,PA01,C,04
PP.04.073.04,PA01,C,04
PP.08.020.03,PA01,A,08
PR.26.116.2.04,SA01,B,26
PR.07.043.1.07,SA01,C,07
PR.07.043.1.08,SA01,C,07
PR.07.043.1.09,SA01,C,07
PR.07.043.1.10,SA01,C,07
PK.19.029.02,PO02,B,19
PR.07.066.1.08,SA01,C,07
PR.07.066.1.09,SA01,C,07
PR.07.051.1.02,SA01,C,07
PK.08.005.02,PO02,C,08
PR.05.072.1.01,SA01,C,05
PR.05.073.1.07,SA01,C,05
PR.05.078.1.07,SA01,C,05
PR.07.068.2.01,SA01,C,07
PR.07.018.1.05,SA01,C,07
PR.07.018.1.06,SA01,C,07
PR.06.098.2.03,SA01,C,06
PP.01.073.05,PA02,D,01
PP.29.078.03,PA01,D,29
PP.11.016.06,PA01,A,11
PP.29.084.07,PA01,D,29
PR.13.075.2.04,SA01,A,13
PR.29.118.1.05,SA01,D,29
PR.29.118.1.06,SA01,D,29
PR.29.118.1.07,SA01,D,29
PR.13.078.2.04,SA01,A,13
PR.29.118.1.08,SA01,D,29
PR.29.118.1.09,SA01,D,29
PP.27.100.09,PA01,B,27
PP.01.018.06,PA02,D,01
PP.03.032.03,PA01,C,03
PP.03.032.05,PA01,C,03
PR.29.108.1.13,SA01,D,29
PR.29.108.1.14,SA01,D,29
PK.01.074.01,PA02,D,01
PP.01.053.04,PA02,D,01
PR.29.110.1.01,SA01,D,29
PR.29.110.1.02,SA01,D,29
PR.28.053.1.13,SA01,D,28
PR.28.053.1.14,SA01,D,28
PP.30.119.07,PA01,D,30
PR.30.066.2.04,SA01,D,30
PR.31.056.1.05,PM04,0001,31
PR.05.044.1.06,SA01,C,05
PR.05.044.1.05,SA01,C,05
PR.12.015.2.04,SA01,C,12
PP.05.049.07,PA01,C,05
PP.05.053.07,PA01,C,05
PP.05.051.06,PA01,C,05
PP.05.051.07,PA01,C,05
PK.07.016.02,PO02,C,07
PP.05.053.06,PA01,C,05
PK.11.020.01,PO02,A,11
PP.10.023.03,PA01,A,10
PP.10.023.04,PA01,A,10
PK.12.024.02,PO02,C,12
PP.30.117.05,PA01,D,30
PP.11.078.05,PA01,A,11
PK.18.018.02,PO02,C,18
PR.15.046.2.01,SA01,A,15
PR.26.090.2.01,SA01,B,26
PP.11.024.05,PA01,A,11
PP.31.056.04,PM04,0001,31
PR.30.074.2.03,SA01,D,30
PR.30.074.2.01,SA01,D,30
PR.30.074.2.02,SA01,D,30
PR.30.075.2.05,SA01,D,30
PR.17.058.2.03,SA01,A,17
PR.12.015.1.05,SA01,C,12
PP.01.043.03,PA02,D,01
PP.13.051.07,PA01,A,13
PP.16.033.06,PA01,A,16
PP.05.048.03,PA01,C,05
PR.26.130.2.03,SA01,B,26
PP.14.076.07,PA01,A,14
PP.15.027.04,PA01,A,15
PP.18.028.07,PA01,A,18
PR.31.009.1.12,PM04,0001,31
PP.03.025.03,PA01,C,03
PP.03.058.06,PA01,C,03
PP.03.025.04,PA01,C,03
PP.03.025.05,PA01,C,03
PP.03.058.03,PA01,C,03
PP.03.058.04,PA01,C,03
PP.03.058.05,PA01,C,03
PP.03.058.07,PA01,C,03
PR.31.127.1.10,PM04,0001,31
PP.27.092.07,PA01,B,27
PP.27.092.09,PA01,B,27
PP.27.092.08,PA01,B,27
PR.29.124.1.06,SA01,D,29
PP.04.078.03,PA01,C,04
PR.29.124.1.07,SA01,D,29
PR.29.125.1.06,SA01,D,29
PR.29.125.1.07,SA01,D,29
PP.10.051.05,PA01,A,10
PR.31.111.1.01,PM04,0001,31
PK.08.025.01,PO02,A,08
PK.08.026.01,PO02,A,08
PK.08.078.01,PO02,A,08
PR.31.110.1.15,PM04,0001,31
PK.08.083.01,PO02,A,08
PP.32.083.2.05,PM08,0001,32
PP.16.007.03,PA01,A,16
PP.24.083.07,PA01,B,24
PP.31.006.2.10,PM04,0001,31
PR.07.007.1.14,SA01,C,07
PP.23.126.03,PA01,A,23
PP.31.116.2.12,PM04,0001,31
PP.31.116.2.13,PM04,0001,31
PP.31.116.2.14,PM04,0001,31
PP.31.116.2.15,PM04,0001,31
PP.31.120.2.07,PM04,0001,31
PP.31.048.04,PM04,0001,31
PP.04.077.07,PA01,C,04
PP.05.055.06,PA01,C,05
PP.05.055.07,PA01,C,05
PP.05.057.06,PA01,C,05
PP.05.057.07,PA01,C,05
PP.05.059.05,PA01,C,05
PP.05.059.06,PA01,C,05
PP.10.060.05,PA01,A,10
PR.16.053.2.01,SA01,A,16
PR.16.054.2.03,SA01,A,16
PR.16.054.2.04,SA01,A,16
PP.04.016.07,PA01,C,04
PP.07.104.03,PA01,C,07
PP.07.102.03,PA01,C,07
PP.07.106.06,PA01,C,07
PR.05.045.1.02,SA01,C,05
PR.05.050.1.03,SA01,C,05
PP.32.083.2.06,PM08,0001,32
PP.32.083.2.07,PM08,0001,32
PP.03.053.03,PA01,C,03
PP.32.083.2.08,PM08,0001,32
PP.03.051.08,PA01,C,03
PP.03.053.04,PA01,C,03
PP.03.053.05,PA01,C,03
PR.06.014.1.01,SA01,C,06
PR.06.014.2.01,SA01,C,06
PP.31.044.03,PM04,0001,31
PP.08.102.06,PA01,A,08
PP.09.109.06,PA01,A,09
PK.25.095.02,PO02,B,25
PP.27.061.07,PA01,B,27
PR.17.032.2.02,SA01,C,17
PR.17.032.2.03,SA01,C,17
PR.17.032.2.04,SA01,C,17
PR.17.034.2.01,SA01,C,17
PR.26.112.2.04,SA01,B,26
PP.04.125.06,PA01,C,04
