REMESSA,TIPO,MATERIAL,QTD,VALOR,DT,HR,CLIENTE
1718990416,Nacional,1685431015000,102,5859.85,20221219,170030,0017874500
1718990416,Nacional,1687010536000,1,2672.65,20221219,170030,0017874500
1718990416,Nacional,1687222178000,4,1373.32,20221219,170030,0017874500
1718990418,Nacional,1680103096410,8,4790.53,20221219,170030,0012809600
1718990418,Nacional,1680103097357,8,6052.59,20221219,170030,0012809600
1718990418,Nacional,1680750014000,8,557.41,20221219,170030,0012809600
1718990418,Nacional,1680750075000,5,463.24,20221219,170030,0012809600
1718990419,Nacional,1680750008000,6,316.93,20221219,170259,0012809600
1718990419,Nacional,1680750073000,3,269.45,20221219,170259,0012809600
1718990423,Nacional,0684400590000,1,5878.65,20221219,170030,0000028100
1718990425,Nacional,0684400590000,2,11757.32,20221219,170030,0004759500
1718990425,Nacional,0684400590000,2,11757.33,20221219,170030,0004759500
1718990426,Nacional,0684400590000,1,5507.21,20221219,170030,0012809600
1718990429,Nacional,0684400590000,2,10765.51,20221219,170030,0000066500
1718990432,Nacional,0684400590000,3,17109.7,20221219,170030,0015754600
1718990434,Nacional,0684400590000,2,11757.32,20221219,170030,0017211700
1718990435,Nacional,0684400590000,3,17635.98,20221219,170030,0018236200
1718990438,Nacional,0684400590000,2,11757.33,20221219,170030,0018235300
1718989393,Nacional,F03B076532GRB,1,133.72,20221219,163316,0001774307
1718989393,Nacional,F03B076010GRB,1,108.43,20221219,163316,0001774307
1718989393,Nacional,F03B076489GRB,2,279.1,20221219,163316,0001774307
1718989393,Nacional,0986BB0327HT9,6,420.68,20221219,163316,0001774307
1718989393,Nacional,0204853851741,2,419.07,20221219,163316,0001774307
1718989394,Nacional,0986BB0126HT9,20,1223.8,20221219,163316,0001774313
1718989394,Nacional,0986BB0122HT9,10,585.65,20221219,163316,0001774313
1718989394,Nacional,F03B076403GRB,1,86.15,20221219,163316,0001774313
1718989394,Nacional,0986BB0980HT9,6,207.48,20221219,163316,0001774313
1718989395,Nacional,0986BB0777HT9,6,242.14,20221219,163316,0001774312
1718989395,Nacional,0986BB0211HT9,6,212.39,20221219,163316,0001774312
1718989395,Nacional,0986BB0286HT9,6,241.62,20221219,163316,0001774312
1718989395,Nacional,0986BB0301HT9,1,57.17,20221219,163316,0001774312
1718989395,Nacional,0986BB0980HT9,24,829.83,20221219,163316,0001774312
1718989396,Nacional,0986BB0714HT9,6,255.02,20221219,163316,0001774304
1718989396,Nacional,F03B075941GRB,1,67.38,20221219,163316,0001774304
1718989396,Nacional,0986BB0980HT9,12,414.97,20221219,163316,0001774304
1718989397,Nacional,0986BB0375HT9,6,279.27,20221219,163316,0001774305
1718989397,Nacional,0986BB0777HT9,12,484.25,20221219,163316,0001774305
1718989397,Nacional,0204853851741,3,628.57,20221219,163316,0001774305
1718989399,Nacional,0986BB0375HT9,6,279.27,20221219,163316,0001774311
1718989399,Nacional,0986BB0715HT9,12,475.7,20221219,163316,0001774311
1718989399,Nacional,0986BB0332HT9,6,281.05,20221219,163316,0001774311
1718989399,Nacional,0986BB0211HT9,6,212.39,20221219,163316,0001774311
1718989399,Nacional,0986BB0136HT9,6,277.93,20221219,163316,0001774311
1718989399,Nacional,0986BB0726HT9,6,312.85,20221219,163316,0001774311
1718989399,Nacional,0986BB0270HT9,6,148.84,20221219,163316,0001774311
1718989399,Nacional,0986BB0301HT9,4,228.69,20221219,163316,0001774311
1718989399,Nacional,F03B076403GRB,2,172.31,20221219,163316,0001774311
1718989399,Nacional,0986BB0980HT9,24,829.83,20221219,163316,0001774311
1718989399,Nacional,0986BB0777HT9,6,242.14,20221219,163316,0001774311
1718989399,Nacional,0204853851741,3,628.57,20221219,163316,0001774311
1718989401,Nacional,0986BB0715HT9,6,248.18,20221219,163316,0008899900
1718989401,Nacional,0986BB0980HT9,6,216.47,20221219,163316,0008899900
1718989401,Nacional,0986BB0290HT9,6,211.54,20221219,163316,0008899900
1718989401,Nacional,0986BB0375HT9,1,48.57,20221219,163316,0008899900
1718989403,Nacional,0986BB0980HT9,6,201.34,20221219,163316,0004139005
1718989403,Nacional,0986BB0980HT9,6,201.34,20221219,163316,0004139005
1718989403,Nacional,0986BB0290HT9,12,393.47,20221219,163316,0004139005
1718989404,Nacional,0204853851741,3,609.98,20221219,163316,0004139005
1718989408,Nacional,0986BB0980HT9,6,207.48,20221219,163316,0001774302
1718989408,Nacional,0986BB0327HT9,6,420.68,20221219,163316,0001774302
1718989408,Nacional,0986BB0590HT9,6,386.14,20221219,163316,0001774302
1718989408,Nacional,0986BB0126HT9,6,367.14,20221219,163316,0001774302
1718989408,Nacional,0986BB0301HT9,1,57.17,20221219,163316,0001774302
1718989408,Nacional,0204853851741,3,628.59,20221219,163316,0001774302
1718989409,Nacional,0986BB0327HT9,12,841.39,20221219,163316,0001774303
1718989409,Nacional,0986BB0772HT9,6,288.27,20221219,163316,0001774303
1718989409,Nacional,0986BB0906HT9,2,117.02,20221219,163316,0001774303
1718989409,Nacional,0986BB0375HT9,4,186.2,20221219,163316,0001774303
1718989409,Nacional,0986BB0275HT9,6,133.45,20221219,163316,0001774303
1718989409,Nacional,0986BB0714HT9,6,255.02,20221219,163316,0001774303
1718989409,Nacional,0986BB0301HT9,1,57.17,20221219,163316,0001774303
1718989409,Nacional,0986BB0604HT9,6,388.53,20221219,163316,0001774303
1718989416,Nacional,0986BB0714HT9,12,510.03,20221219,163316,0001774309
1718989416,Nacional,0986BB0270HT9,6,148.82,20221219,163316,0001774309
1718989416,Nacional,0986BB0787HT9,6,147.05,20221219,163316,0001774309
1718989416,Nacional,0986BB0790HT9,6,155.88,20221219,163316,0001774309
1718989416,Nacional,0986BB0786HT9,12,365.73,20221219,163316,0001774309
1718989416,Nacional,0986BB0136HT9,6,277.94,20221219,163316,0001774309
1718989416,Nacional,0986BB0375HT9,2,93.1,20221219,163316,0001774309
1718989416,Nacional,0986BB0301HT9,1,57.17,20221219,163316,0001774309
1718989416,Nacional,F03B075970GRB,1,108.48,20221219,163316,0001774309
1718989419,Nacional,0986BB0777HT9,6,242.11,20221219,163316,0001774308
1718989419,Nacional,0986BB0732HT9,6,214.44,20221219,163316,0001774308
1718989419,Nacional,0986BB0705HT9,6,235.8,20221219,163316,0001774308
1718989419,Nacional,0986BB0321HT9,6,497.09,20221219,163316,0001774308
1718989419,Nacional,0204853851741,2,419.07,20221219,163316,0001774308
1718989420,Nacional,0986BB0317HT9,6,220.09,20221219,163316,0001774310
1718989420,Nacional,0986BB0275HT9,6,133.45,20221219,163316,0001774310
1718989420,Nacional,0986BB0777HT9,6,242.11,20221219,163316,0001774310
1718989420,Nacional,0986BB0704HT9,6,143.22,20221219,163316,0001774310
1718989420,Nacional,0986BB0126HT9,10,611.9,20221219,163316,0001774310
1718989420,Nacional,F03B076403GRB,1,86.15,20221219,163316,0001774310
1718989420,Nacional,0204853851741,2,419.06,20221219,163316,0001774310
1718989424,Nacional,0986BB0704HT9,12,254.03,20221219,163316,0000866304
1718989424,Nacional,0986BB0708HT9,6,168.62,20221219,163316,0000866304
1718989424,Nacional,0204853851741,3,655.89,20221219,163316,0000866304
1718989426,Nacional,0986BB0774HT9,1,53.61,20221219,163316,0000866351
1718989426,Nacional,0986AB86144X3,1,84.51,20221219,163316,0000866351
1718989426,Nacional,0204032621741,1,320.41,20221219,163316,0000866351
1718989426,Nacional,F03B076106GRB,1,172.67,20221219,163316,0000866351
1718989426,Nacional,0986BB0705HT9,6,246.07,20221219,163316,0000866351
1718989426,Nacional,0986BB0126HT9,2,127.71,20221219,163316,0000866351
1718989426,Nacional,0986AB86374X3,1,242.64,20221219,163316,0000866351
1718989426,Nacional,0986AB86124X3,1,112.45,20221219,163316,0000866351
1718989426,Nacional,0204853851741,1,218.62,20221219,163316,0000866351
1718989427,Nacional,0986BB0777HT9,12,454.72,20221219,163316,0000866305
1718989427,Nacional,0986AB86474X3,1,144.48,20221219,163316,0000866305
1718989427,Nacional,0986BB0280HT9,6,140,20221219,163316,0000866305
1718989427,Nacional,0204853851741,1,218.64,20221219,163316,0000866305
1718989429,Nacional,0986BB0286HT9,12,504.22,20221219,163316,0000866302
1718989429,Nacional,0986BB0715HT9,12,471.58,20221219,163316,0000866302
1718989429,Nacional,0986BB0274HT9,6,246.47,20221219,163316,0000866302
1718989429,Nacional,0204051923741,1,141.95,20221219,163316,0000866302
1718989429,Nacional,0986BB0353HT9,6,213.05,20221219,163316,0000866302
1718989429,Nacional,0986BB0787HT9,6,130.42,20221219,163316,0000866302
1718989429,Nacional,0204853851741,5,1093.15,20221219,163316,0000866302
1718989431,Nacional,0986AB86284X3,1,457.83,20221219,163316,0000866309
1718989431,Nacional,0986AB86194X3,1,79.91,20221219,163316,0000866309
1718989431,Nacional,0986AB86214X3,1,108.38,20221219,163316,0000866309
1718989431,Nacional,0986BB0541HT9,6,193.83,20221219,163316,0000866309
1718989431,Nacional,0204853851741,2,437.26,20221219,163316,0000866309
1718989432,Nacional,0986BB0869HT9,6,313.92,20221219,163316,0000866314
1718989432,Nacional,0986BB0774HT9,1,53.61,20221219,163316,0000866314
1718989432,Nacional,0986BB0273HT9,6,118.24,20221219,163316,0000866314
1718989432,Nacional,0204853851741,1,218.63,20221219,163316,0000866314
1718989433,Nacional,0986AB86144X3,1,84.51,20221219,163316,0000866306
1718989433,Nacional,0204853851741,3,655.89,20221219,163316,0000866306
1718989435,Nacional,0986BB0273HT9,6,118.24,20221219,163316,0000866321
1718989435,Nacional,0986BB0130HT9,6,214.04,20221219,163316,0000866321
1718989435,Nacional,0986BB0266HT9,6,103.39,20221219,163316,0000866321
1718989435,Nacional,0204054841741,1,175.66,20221219,163316,0000866321
1718989435,Nacional,0204853851741,2,437.26,20221219,163316,0000866321
1718989436,Nacional,0986AB86234X3,1,229.99,20221219,163316,0008580005
1718989436,Nacional,0986BB0716HT9,6,331.26,20221219,163316,0008580005
1718989436,Nacional,0986BB0789HT9,6,176.91,20221219,163316,0008580005
1718989436,Nacional,0986AB86764X3,1,292.96,20221219,163316,0008580005
1718989436,Nacional,0204798374741,1,132.01,20221219,163316,0008580005
1718989436,Nacional,0204853851741,3,655.89,20221219,163316,0008580005
1718989438,Nacional,0986BB0777HT9,6,227.37,20221219,163316,0000866303
1718989438,Nacional,0986BB0785HT9,12,670.25,20221219,163316,0000866303
1718989438,Nacional,0986BB0708HT9,6,168.62,20221219,163316,0000866303
1718989438,Nacional,0986AB86124X3,1,112.45,20221219,163316,0000866303
1718989439,Nacional,0204853851741,10,2186.31,20221219,163316,0008580025
1718989442,Nacional,0986BB0903HT9,6,303.16,20221219,163316,0008580004
1718989442,Nacional,0204817542741,1,163.74,20221219,163316,0008580004
1718989442,Nacional,0204853851741,2,437.26,20221219,163316,0008580004
1718989443,Nacional,0204853851741,8,1749.05,20221219,163316,0008580008
1718989444,Nacional,0986BB0327HT9,36,2317.77,20221219,163316,0008580026
1718989446,Nacional,0986AB86374X3,1,242.64,20221219,163316,0008580000
1718989446,Nacional,0986BB0705HT9,6,246.07,20221219,163316,0008580000
1718989446,Nacional,0986AB86444X3,1,85.73,20221219,163316,0008580000
1718989446,Nacional,0204817551741,1,163.57,20221219,163316,0008580000
1718989446,Nacional,0204853851741,6,1311.76,20221219,163316,0008580000
1718989447,Nacional,0986BB0869HT9,6,313.93,20221219,163316,0008580018
1718989447,Nacional,0986AB86494X3,1,131.89,20221219,163316,0008580018
1718989447,Nacional,0204853851741,1,218.62,20221219,163316,0008580018
1718989448,Nacional,0986AB86144X3,1,84.52,20221219,163316,0008580011
1718989448,Nacional,0204817551741,1,163.56,20221219,163316,0008580011
1718989448,Nacional,0204853851741,4,874.53,20221219,163316,0008580011
1718989449,Nacional,0986BB0777HT9,36,1364.19,20221219,163316,0008580001
1718989449,Nacional,0986AB86264X3,1,385.8,20221219,163316,0008580001
1718989449,Nacional,0986BB0324HT9,6,237.53,20221219,163316,0008580001
1718989449,Nacional,0986BB0961HT9,6,245.06,20221219,163316,0008580001
1718989449,Nacional,0204853851741,6,1311.79,20221219,163316,0008580001
1718989453,Nacional,0986BB0598HT9,1,64.98,20221219,163316,0000866350
1718989453,Nacional,0204032621741,1,320.41,20221219,163316,0000866350
1718989453,Nacional,0986AB86374X3,3,727.91,20221219,163316,0000866350
1718989453,Nacional,0204853851741,10,2186.28,20221219,163316,0000866350
1718989454,Nacional,0986BB0279HT9,6,125.31,20221219,163316,0000866349
1718989454,Nacional,0986BB0769HT9,1,63.85,20221219,163316,0000866349
1718989454,Nacional,0986BB0710HT9,6,263.22,20221219,163316,0000866349
1718989454,Nacional,0986BB0715HT9,6,235.78,20221219,163316,0000866349
1718989454,Nacional,0204853851741,1,218.63,20221219,163316,0000866349
1718989455,Nacional,0204032831741,1,564.01,20221219,163316,0000866352
1718989455,Nacional,0986AB86754X3,1,404.98,20221219,163316,0000866352
1718989455,Nacional,F03B076403GRB,1,89.9,20221219,163316,0000866352
1718989455,Nacional,0204853851741,6,1311.76,20221219,163316,0000866352
1718989456,Nacional,0986BB0780HT9,5,237.37,20221219,163316,0000866347
1718989456,Nacional,0986BB0126HT9,12,766.18,20221219,163316,0000866347
1718989456,Nacional,0986BB0353HT9,6,213.05,20221219,163316,0000866347
1718989456,Nacional,0986AB86154X3,1,77.15,20221219,163316,0000866347
1718989456,Nacional,0986AB86124X3,1,112.45,20221219,163316,0000866347
1718989456,Nacional,0204853851741,3,655.89,20221219,163316,0000866347
1718989460,Nacional,0204853851741,3,655.89,20221219,163316,0008580021
1718989461,Nacional,0986BB0798HT9,1,78.44,20221219,163316,0000866307
1718989461,Nacional,0986BB0327HT9,6,386.31,20221219,163316,0000866307
1718989461,Nacional,0986BB0717HT9,6,216.42,20221219,163316,0000866307
1718989461,Nacional,0986BB0266HT9,6,103.38,20221219,163316,0000866307
1718989461,Nacional,0986BB0285HT9,6,184.6,20221219,163316,0000866307
1718989461,Nacional,0986BB0100HT9,6,281.72,20221219,163316,0000866307
1718989461,Nacional,0204853851741,1,218.62,20221219,163316,0000866307
1718989463,Nacional,0986BB0261HT9,6,119.08,20221219,163316,0008580013
1718989463,Nacional,0986BB0798HT9,1,78.44,20221219,163316,0008580013
1718989463,Nacional,0986BB0777HT9,6,227.39,20221219,163316,0008580013
1718989463,Nacional,0986BB0772HT9,6,285.76,20221219,163316,0008580013
1718989463,Nacional,0204054841741,1,175.67,20221219,163316,0008580013
1718989463,Nacional,0204853851741,3,655.89,20221219,163316,0008580013
1718989465,Nacional,0986BB0273HT9,6,118.24,20221219,163316,0008580019
1718989465,Nacional,0986BB0790HT9,6,138.24,20221219,163316,0008580019
1718989465,Nacional,0986BB0777HT9,6,227.39,20221219,163316,0008580019
1718989465,Nacional,0204853851741,1,218.62,20221219,163316,0008580019
1718989467,Nacional,0986BB0785HT9,6,335.13,20221219,163316,0000866319
1718989467,Nacional,0986BB0980HT9,6,216.49,20221219,163316,0000866319
1718989467,Nacional,0986BB0715HT9,18,707.36,20221219,163316,0000866319
1718989467,Nacional,0986BB0967HT9,6,361.12,20221219,163316,0000866319
1718989467,Nacional,0204853851741,2,437.26,20221219,163316,0000866319
1718989468,Nacional,0204853851741,7,1530.4,20221219,163316,0000866308
1718989469,Nacional,0986BB0792HT9,6,327.95,20221219,163316,0000866318
1718989469,Nacional,0986BB0961HT9,6,245.06,20221219,163316,0000866318
1718989469,Nacional,F03B076489GRB,2,291.22,20221219,163316,0000866318
1718989469,Nacional,0204032348741,1,150.24,20221219,163316,0000866318
1718989469,Nacional,0204853851741,1,218.64,20221219,163316,0000866318
1718989473,Nacional,0986BB0777HT9,18,735.22,20221219,163316,0000058016
1718989478,Nacional,0986BB0783HT9,1,79.69,20221219,163316,0001774306
1718989478,Nacional,0986BB0773HT9,6,324.73,20221219,163316,0001774306
1718989478,Nacional,0986BB0301HT9,1,57.17,20221219,163316,0001774306
1718989478,Nacional,F03B076010GRB,2,216.88,20221219,163316,0001774306
1718989478,Nacional,0204853851741,2,419.07,20221219,163316,0001774306
1718989486,Nacional,0986BB0980HT9,12,433,20221219,163316,0008899906
1718989486,Nacional,0986BB0785HT9,6,335.13,20221219,163316,0008899906
1718990420,Nacional OES,F000ZS0209BY4,10,1530.5,20221219,160441,0010112100
1718990420,Nacional OES,F00099C1253V2,15,1991.96,20221219,160441,0010112100
1718985468,Nacional,0986AB84024X3,4,80.56,20221219,102758,0003097900
1718985468,Nacional,0986AB86184X3,4,686.03,20221219,102758,0003097900
1718985468,Nacional,0986AB86444X3,4,332.65,20221219,102758,0003097900
1718985468,Nacional,0986AB86494X3,5,639.61,20221219,102758,0003097900
1718985468,Nacional,0204853851741,3,636.21,20221219,102758,0003097900
1718985468,Nacional,0204853851741,1,212.07,20221219,102758,0003097900
1718985469,Nacional,0986BB0158HT9,12,454.7,20221219,102758,0003097900
1718985469,Nacional,0986BB0786HT9,30,900.12,20221219,102758,0003097900
1718985469,Nacional,0986BB0983HT9,6,257.73,20221219,102758,0003097900
1718985469,Nacional,0986BB0375HT9,6,274.97,20221219,102758,0003097900
1718985469,Nacional,0986BB0785HT9,6,316.25,20221219,102758,0003097900
1718985469,Nacional,0986BB0777HT9,6,238.41,20221219,102758,0003097900
1718985472,Nacional,0204853851741,2,437.68,20221219,102758,0003251005
1718985472,Nacional,0204853851741,2,437.68,20221219,102758,0003251005
1718985474,Nacional,0204853851741,1,225.61,20221219,102758,0017473900
1718985474,Nacional,0204853851741,4,902.44,20221219,102758,0017473900
1718985474,Nacional,0204032349741,4,1720.03,20221219,102758,0017473900
1718985474,Nacional,0986AB86744X3,5,1212.09,20221219,102758,0017473900
1718985474,Nacional,0986AB84304X3,2,90.65,20221219,102758,0017473900
1718985474,Nacional,0986AB84514X3,6,339.75,20221219,102758,0017473900
1718985474,Nacional,0204125899370,2,819.36,20221219,102758,0017473900
1718985474,Nacional,0204853851741,2,451.21,20221219,102758,0017473900
1718985474,Nacional,0204855109741,4,753.59,20221219,102758,0017473900
1718985474,Nacional,0986AB84014X3,25,330.13,20221219,102758,0017473900
1718985474,Nacional,0986AB84264X3,4,362.82,20221219,102758,0017473900
1718985474,Nacional,0986AB84314X3,6,758.64,20221219,102758,0017473900
1718985474,Nacional,0986AB84644X3,4,372.24,20221219,102758,0017473900
1718985474,Nacional,0986AB84784X3,4,485.64,20221219,102758,0017473900
